,0
0,220.3329835063778
1,113.52403103141114
2,96.37162895826623
3,86.41916872141883
4,80.90772068311344
5,71.54623940202873
6,68.36931650643237
7,66.08681799657643
8,63.58804577004048
9,61.18827323289588
10,59.336928822565824
11,58.79829604597762
12,57.38006873324048
13,57.34569672867656
14,55.91161308484152
15,56.52093504136428
16,53.706993919447996
17,53.95910403365269
18,51.50141744595021
19,50.98794877459295
20,50.800222834106535
21,49.815852142928634
22,49.582143564824946
23,47.72659631003626
24,48.30500771198422
25,47.657995593734086
26,47.11206642584875
27,47.364417016273364
28,45.817120249412255
29,47.11376570514403
30,45.374297795118764
31,44.275363608729094
32,45.11926229397068
33,43.4312234306708
34,43.03944568242878
35,42.754956658696756
36,41.716256876592524
37,42.69355143653229
38,42.39326876332052
39,42.17472632229328
40,42.154812258668244
41,40.995412811113056
42,40.91390875016805
43,40.12093778932467
44,40.011792599223554
45,39.688509800704196
46,39.825337594840676
47,39.21032413444482
48,38.43875416426454
49,38.27229052549228
50,38.58702456645551
51,38.49624053714797
52,37.448843570193276
53,38.45473189360928
54,37.67848415396293
55,37.20497635984793
56,37.708861366380006
57,37.57145475366269
58,36.68641281154123
59,36.03259972925298
60,37.307525367010385
61,36.2381550767459
62,36.339227500138804
63,36.56711798487231
64,36.83729678601958
65,35.82765634765383
66,34.09560888737906
67,34.64563814178109
68,35.65710210148245
69,35.22017549048178
70,35.78454535244964
71,34.94555213442072
72,35.44852244621143
73,34.950547796091996
74,34.177989792544395
75,34.458601808175445
76,33.91656777402386
77,33.34161502169445
78,33.062509363517165
79,34.08798981655855
80,33.68468064139597
81,33.300558683637064
82,33.985908465925604
83,33.24324128823355
84,33.031520915508736
85,32.26798823993886
86,33.12839568062918
87,32.35999359982088
88,32.42784339975333
89,33.00010864017531
90,31.69017669185996
91,32.34461293602362
92,30.485287451650947
93,31.86049071222078
94,32.90783141099382
95,31.792128949426115
96,31.61569749354385
97,31.072525355266407
98,30.848354728426784
99,30.66284793172963
100,28.224737819400616
101,27.99434836296132
102,27.26510198204778
103,27.81330573000014
104,26.891185585409403
105,28.04556824848987
106,28.442869483027607
107,27.13761536066886
108,26.667591311095748
109,26.89871239499189
110,26.414255189709365
111,26.580796323658433
112,26.932227214216255
113,26.771332080475986
114,26.056404318544082
115,26.941257371159736
116,26.311604619637365
117,25.72323182359105
118,27.09844569559209
119,26.048942772322334
120,26.373217609361745
121,26.339820439578034
122,25.78819927177392
123,25.653977795271203
124,26.164561056764796
125,26.193617957644165
126,26.479595579905435
127,26.629695334937423
128,25.885521511663683
129,25.804845013131853
130,25.94410608592443
131,25.899945087032393
132,25.47178363800049
133,25.500986932311207
134,26.50413105118787
135,25.35361918155104
136,26.124644155032
137,25.849367620627163
138,25.47675523790531
139,25.204324553487822
140,25.698357098852284
141,25.188226324447896
142,25.15689011872746
143,25.481057474797126
144,26.107434137840755
145,25.37945614545606
146,24.74756863596849
147,25.8857310754247
148,24.815672335098498
149,25.86726385098882
150,24.682260862202384
151,24.861407291376963
152,25.015842885011807
153,25.29838682571426
154,24.559699268545955
155,25.26651461829897
156,25.136727132368833
157,25.003608726663515
158,24.78307633800432
159,25.546397923259065
160,24.66699532227358
161,24.45685373316519
162,25.008682100102305
163,24.372296538436785
164,24.97456477652304
165,25.095304877206217
166,25.06094757092069
167,24.733772647799924
168,24.98611014499329
169,24.69019010561169
170,24.683401565998793
171,24.44856477738358
172,24.593540753237903
173,24.337736661196686
174,24.629203443182632
175,24.67858543456532
176,25.044497441267595
177,24.445319928228855
178,24.127828444936313
179,23.90651381306816
180,24.48045955831185
181,24.68056799750775
182,24.984244415536523
183,24.272342420270434
184,24.092768482048996
185,24.3823297660565
186,24.009583286213456
187,23.892586571979336
188,24.140710387844592
189,24.011640714248642
190,23.531615689396858
191,23.742039719654713
192,23.812426780350506
193,23.954527298221365
194,23.626801606616937
195,24.332247167563764
196,23.80748863494955
197,24.658751458860934
198,23.871503559232224
199,23.96964520495385
200,22.529744951054454
201,22.106644658138976
202,21.907915432471782
203,22.31653144879965
204,21.519033845048398
205,22.528217973187566
206,21.584460692713037
207,22.124393252597656
208,22.422200333094224
209,21.7894090982154
210,21.83731428545434
211,21.858370745554566
212,21.707895690546138
213,22.010925704205874
214,21.794342738343403
215,21.28628610819578
216,22.06017525115749
217,21.78781273541972
218,21.283979929052293
219,21.924135047302116
220,21.533469023474026
221,22.20920593047049
222,21.842435571947135
223,21.526673302112613
224,21.733780527021736
225,21.56115975463763
226,21.444552768720314
227,21.12560737482272
228,21.667755395465065
229,21.663526504591573
230,21.311864111223258
231,21.699115086114034
232,21.681219644728117
233,21.079019403085113
234,21.033318912726827
235,21.68815421499312
236,21.7915972545743
237,21.487278935092036
238,21.428827968717087
239,21.391746988287196
240,21.871510671218857
241,21.54990770528093
242,20.955626458162442
243,21.478093998739496
244,20.730038956564385
245,21.06709530367516
246,21.25087379454635
247,21.055727785511408
248,20.751221977174282
249,20.91378252604045
250,20.968693226284813
251,21.775002420938108
252,20.846475779544562
253,21.321205860585906
254,20.479129591956735
255,21.219987995922565
256,20.81661758129485
257,20.973512112221215
258,21.541305469203508
259,20.940628128824756
260,20.63023908890318
261,21.280869361944497
262,21.008490659703966
263,21.113291362678865
264,20.747413013188634
265,21.182319650659338
266,20.88397250394337
267,21.01177186559653
268,21.2359526171349
269,20.997651042882353
270,20.705156539566815
271,20.864767014980316
272,21.669070665782783
273,21.402652877150103
274,20.99158618756337
275,21.313007868360728
276,20.961533113440964
277,20.95502599613974
278,20.808965400559828
279,20.63867482612841
280,20.83084274781868
281,20.88022121647373
282,20.370448835892603
283,20.66299196332693
284,20.637776646821294
285,20.82932844606694
286,20.559477178379893
287,20.596739960368723
288,20.97286925651133
289,20.32917105971137
290,20.47999277303461
291,21.33028760831803
292,20.710062619531527
293,20.42825333942892
294,20.167106385109946
295,21.032931716181338
296,20.473876549396664
297,20.9186459480552
298,20.45262837957125
299,20.48867774847895
300,19.666018677176908
301,19.68417522672098
302,19.327566290827235
303,20.04477153834887
304,19.783370119868778
305,19.757035484770313
306,19.71635386242997
307,19.626555756200105
308,19.85325203902903
309,18.95701901090797
310,19.463813779322663
311,19.515780717134476
312,19.33592172898352
313,19.632865049294196
314,19.574535245483276
315,19.131875547289383
316,19.058436152525246
317,18.930777476576623
318,19.43514475086704
319,19.668988738849293
320,19.51523794652894
321,19.40369670558721
322,19.146290911827236
323,19.156751450384036
324,19.353794765396742
325,19.623012570198625
326,19.161036067351233
327,19.595415843068622
328,19.403014118375722
329,19.477665773127228
330,19.38929545460269
331,19.45866214390844
